STOCK_ID,PRODUCT_ID,VARIANT_ID,LOCATION_ID,QUANTITY_ON_HAND,QUANTITY_RESERVED,REORDER_POINT,REORDER_QUANTITY,LAST_RESTOCK_DATE,LAST_UPDATED
ec8b064a-628a-4bbf-9977-d8b519c131f8,30b136d7-2e5d-4044-b0c4-079c84a65a95,,87b613ef-230b-47a7-b8cb-28aa5a99d029,81,0,10,50,2026-01-29,2026-03-23 19:19:13.790000
373564d4-3f68-4a8a-a231-7636b807da74,30b136d7-2e5d-4044-b0c4-079c84a65a95,,7ce89085-23eb-4667-a8c2-ae88db38ac74,27,13,10,50,2026-03-09,2026-03-23 19:19:13.790000
6b78bb61-97bd-4c20-a853-bb4d9eff9c3f,30b136d7-2e5d-4044-b0c4-079c84a65a95,,775f6785-8da6-402b-a8c0-6189572ed8e7,13,12,10,50,2026-02-03,2026-03-23 19:19:13.790000
f2b6a08a-f4bc-450b-8dc8-a19d3676618e,30b136d7-2e5d-4044-b0c4-079c84a65a95,,21e1cdc0-716b-4735-ba8c-5f7bdd7e3cf8,29,0,10,50,2026-03-19,2026-03-23 19:19:13.790000
b1826a10-f88f-4189-8573-f36749ca0979,30b136d7-2e5d-4044-b0c4-079c84a65a95,,9c14f868-16d5-4ebf-8750-fd6093aa9e0f,43,13,10,50,2026-02-14,2026-03-23 19:19:13.790000
7d097959-b882-4113-8b8c-4e3af40f0852,e9dd30aa-4fef-46fb-9d40-e91a80ee3b09,,87b613ef-230b-47a7-b8cb-28aa5a99d029,38,8,10,50,2026-01-31,2026-03-23 19:19:13.790000
853c7c98-5152-40a4-b486-9bfa989078c6,e9dd30aa-4fef-46fb-9d40-e91a80ee3b09,,7ce89085-23eb-4667-a8c2-ae88db38ac74,10,6,10,50,2026-03-14,2026-03-23 19:19:13.790000
997a5b94-4df7-46a7-b7e6-39bb708ea830,e9dd30aa-4fef-46fb-9d40-e91a80ee3b09,,775f6785-8da6-402b-a8c0-6189572ed8e7,81,12,10,50,2026-03-21,2026-03-23 19:19:13.790000
5df611a5-3f86-4cc0-874c-59dbfc9394f6,e9dd30aa-4fef-46fb-9d40-e91a80ee3b09,,21e1cdc0-716b-4735-ba8c-5f7bdd7e3cf8,19,9,10,50,2026-02-24,2026-03-23 19:19:13.790000
0490b64a-27b9-4ea0-97bf-799ba20ec32e,e9dd30aa-4fef-46fb-9d40-e91a80ee3b09,,9c14f868-16d5-4ebf-8750-fd6093aa9e0f,59,14,10,50,2026-02-16,2026-03-23 19:19:13.790000
9ce082fa-7869-4e52-a9ce-e22427a5b66e,f6b6226c-aec8-4271-b69c-54ea83398454,,87b613ef-230b-47a7-b8cb-28aa5a99d029,69,14,10,50,2026-02-10,2026-03-23 19:19:13.790000
5fd808a4-83b6-49bd-869c-12cfd5272fb5,f6b6226c-aec8-4271-b69c-54ea83398454,,7ce89085-23eb-4667-a8c2-ae88db38ac74,84,2,10,50,2026-02-11,2026-03-23 19:19:13.790000
669cfcfb-8392-47c6-992f-9214808efbf2,f6b6226c-aec8-4271-b69c-54ea83398454,,775f6785-8da6-402b-a8c0-6189572ed8e7,73,1,10,50,2026-03-01,2026-03-23 19:19:13.790000
22fad764-1497-417c-b794-9179528e3834,f6b6226c-aec8-4271-b69c-54ea83398454,,21e1cdc0-716b-4735-ba8c-5f7bdd7e3cf8,37,10,10,50,2026-02-12,2026-03-23 19:19:13.790000
614050bb-25ee-4523-bd63-6c2b21ca233e,f6b6226c-aec8-4271-b69c-54ea83398454,,9c14f868-16d5-4ebf-8750-fd6093aa9e0f,99,14,10,50,2026-03-02,2026-03-23 19:19:13.790000
48b277e4-7960-44b2-b008-3a20883143d5,f427768f-8413-4b7c-aa05-7bfd716ec81c,,87b613ef-230b-47a7-b8cb-28aa5a99d029,89,4,10,50,2026-02-21,2026-03-23 19:19:13.790000
ce1e17e2-3383-4a98-9203-b95eaef218f1,f427768f-8413-4b7c-aa05-7bfd716ec81c,,7ce89085-23eb-4667-a8c2-ae88db38ac74,89,9,10,50,2026-01-29,2026-03-23 19:19:13.790000
70c1b06c-b3ae-42a8-bdb5-fbe61e9b0343,f427768f-8413-4b7c-aa05-7bfd716ec81c,,775f6785-8da6-402b-a8c0-6189572ed8e7,90,9,10,50,2026-02-21,2026-03-23 19:19:13.790000
6746c38a-3ea7-49ff-81b6-4b75f7569a69,f427768f-8413-4b7c-aa05-7bfd716ec81c,,21e1cdc0-716b-4735-ba8c-5f7bdd7e3cf8,58,2,10,50,2026-02-11,2026-03-23 19:19:13.790000
